company,listing_country,locality,industry,sector,reporting_year,listing_year,incorporation_year,net_prof,tot_asst,bk_eqt,market_value,com_1,com_2,com_3,com_4,com_5,com_6,com_7,com_8,com_9,com_10,com_11,com_12,com_13,com_14,com_15,com_16,com_17,com_18,com_19,com_20,com_21,com_22,hr_1,hr_2,hr_3,hr_4,hr_5,hr_6,hr_7,hr_8,hr_9,hr_10,hr_11,hr_12,hr_13,hr_14,hr_15,hr_16,hr_17,hr_18,hr_19,hr_20,hr_21,hr_22,hr_23,hr_24,hr_25,hr_26,hr_27,hr_28,hr_29,hr_30,prod_1,prod_2,prod_3,prod_4,prod_5,prod_6,env_1,env_2,env_3,env_4,env_5,env_6,env_7,env_8,env_9,env_10,env_11,env_12,env_13,env_14,env_15,ene_1,ene_2,ene_3,ene_4,ene_5,ene_6,ene_7,emi_1,emi_2,emi_3,emi_4,emi_5,emi_6,emi_7,emi_8,emi_9,emi_10,oth_1,oth_2,oth_3,oth_4,oth_5,oth_6,social_committee
Phumelela Gaming & Leisure Limited,South Africa,Local,Travel and Leisure,Consumer Services,2017,2002,1997,115581000,1539809000,1029993000,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,4,0,0,4,4,4,5,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1
Phumelela Gaming & Leisure Limited,South Africa,Local,Travel and Leisure,Consumer Services,2018,2002,1997,82203000,1402792000,802703000,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,4,4,0,0,4,0,4,0,0,4,4,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,4,1
Pick N Pay Holdings Limited,South Africa,Multinational,General Retailers,Consumer Services,2014,,,5815000,141046000,26964000,0,4,0,4,0,0,4,0,4,0,0,0,0,0,4,0,0,4,0,0,0,0,4,4,4,0,0,0,0,0,0,4,4,0,4,5,0,0,4,0,4,0,4,4,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,0,0,4,0,0,0,4,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,1
Pick N Pay Holdings Limited,South Africa,Multinational,General Retailers,Consumer Services,2015,,,8602000,14707300000,31271000,0,4,0,4,4,0,0,4,4,0,0,0,0,4,4,4,0,0,0,0,0,0,4,4,4,0,0,0,0,0,0,4,4,0,4,5,0,0,4,0,0,0,4,4,0,4,4,4,4,0,0,0,0,0,4,4,4,0,4,0,0,0,4,4,4,0,4,4,4,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,4,4,0,4,0,4,1
Pick N Pay Holdings Limited,South Africa,Multinational,General Retailers,Consumer Services,2016,,,10654000,16584900000,38978000,0,4,0,4,0,0,4,4,4,0,0,0,0,0,4,4,0,0,0,0,0,0,4,4,4,0,0,0,0,0,0,4,4,0,0,4,0,0,0,0,4,0,4,4,4,0,0,0,4,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,4,0,4,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,1
Pick N Pay Holdings Limited,South Africa,Multinational,General Retailers,Consumer Services,2017,,,12435000,18102400000,40793000,0,4,0,4,0,0,4,4,4,0,0,0,0,0,5,4,0,4,0,0,0,0,5,4,4,0,0,0,0,0,0,4,4,0,0,4,0,0,0,0,4,0,4,5,4,4,4,0,4,0,0,0,0,0,0,4,4,0,4,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,4,1
Pick N Pay Holdings Limited,South Africa,Multinational,General Retailers,Consumer Services,2018,,,1296300,18980500,4023600,0,4,0,4,0,0,4,5,4,0,0,0,0,0,4,4,0,4,0,0,0,0,5,0,0,4,0,0,0,0,0,4,4,0,0,4,0,0,4,0,4,0,4,4,0,0,0,4,4,0,0,0,0,0,4,4,4,0,4,0,0,0,4,0,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1
Pioneer Food Group Limited,South Africa,Multinational,Food Producers,Consumer Goods,2014,2008,1997,9663000,12171000000,61128000,0,4,0,4,0,0,0,0,4,4,0,0,0,0,4,0,0,0,0,4,0,0,4,4,4,4,0,4,0,0,0,4,4,0,0,4,0,4,4,0,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,4,4,4,4,0,0,4,4,4,4,4,0,4,4,0,0,0,0,0,4,0,0,0,4,4,0,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,4,1
Pioneer Food Group Limited,South Africa,Multinational,Food Producers,Consumer Goods,2015,2008,1997,11323000,13530500000,6971000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pioneer Food Group Limited,South Africa,Multinational,Food Producers,Consumer Goods,2016,2008,1997,16902000,12972300000,78673000,0,4,0,4,0,0,0,0,4,4,0,0,0,0,4,0,0,0,0,4,0,0,4,4,4,4,0,0,0,0,0,4,4,0,0,4,0,0,4,0,4,0,4,4,4,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,4,0,0,0,4,0,0,4,0,4,4,0,0,0,0,0,0,0,4,0,0,0,4,1
Pioneer Food Group Limited,South Africa,Multinational,Food Producers,Consumer Goods,2017,2008,1997,7262000,129723000,80522000,0,4,0,4,0,0,0,4,4,4,0,0,0,0,4,0,0,0,0,4,0,0,5,4,4,4,0,4,0,0,0,5,5,0,0,4,0,4,0,0,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,4,0,5,1
Pioneer Food Group Limited,South Africa,Multinational,Food Producers,Consumer Goods,2018,2008,1997,10771000,145411000,8415000,0,4,0,4,0,0,4,4,4,4,0,0,0,0,4,0,0,4,0,4,0,0,4,4,4,4,0,0,0,0,0,4,0,0,0,4,0,4,0,0,4,0,4,4,5,0,0,4,0,0,4,0,0,0,0,0,4,4,4,0,4,0,4,0,4,0,4,0,0,0,0,0,4,0,4,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,4,0,4,1
Portland Paints & Products Nigeria Plc[Bls],Nigeria,Local,Chemicals,Basic Materials,2014,2009,1985,148643000,2277558000,924602000,1560000,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Portland Paints & Products Nigeria Plc[Bls],Nigeria,Local,Chemicals,Basic Materials,2015,2009,1985,-232985000,1899281000,691617000,0,4,0,4,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,4,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
Portland Paints & Products Nigeria Plc[Bls],Nigeria,Local,Chemicals,Basic Materials,2016,2009,1985,8597000,1754321000,7000214000,688000,4,0,4,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
Portland Paints & Products Nigeria Plc[Bls],Nigeria,Local,Chemicals,Basic Materials,2017,2009,1985,5817000,2035902000,2035902000,1745514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Portland Paints & Products Nigeria Plc[Bls],Nigeria,Local,Chemicals,Basic Materials,2018,2009,1985,206693000,2251468000,1536981000,2221564,4,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,0,4,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
Ppc Limited,South Africa,Multinational,Construction and Materials,Industrials,2014,2010,1892,849000,15257000000,2418000,17895000000,4,0,4,0,0,4,4,4,4,0,0,0,4,4,4,4,5,0,0,0,0,4,4,4,4,0,4,4,4,0,4,4,0,4,4,0,0,4,0,4,0,4,4,0,0,4,4,4,0,0,0,0,0,4,4,4,4,4,0,0,3,4,4,4,0,4,4,4,0,0,0,4,0,4,4,0,0,4,0,0,4,0,4,4,0,4,0,0,0,0,4,4,0,4,0,4,1
Ppc Limited,South Africa,Multinational,Construction and Materials,Industrials,2015,2010,1892,281000,16389000000,2680000,10345000000,4,4,4,0,0,4,4,4,4,0,0,0,0,4,4,0,4,4,0,0,0,4,4,4,4,0,4,5,4,0,4,4,0,4,5,0,4,0,4,4,0,4,4,0,0,4,4,0,0,4,0,0,0,4,5,0,4,0,0,0,4,0,0,5,0,5,4,4,0,0,0,5,0,4,4,0,0,4,4,0,4,0,4,4,0,0,0,0,0,0,4,5,0,4,0,4,0
Ppc Limited,South Africa,Multinational,Construction and Materials,Industrials,2016,2010,1892,351000,18035000000,3563000,7386000000,4,0,4,0,0,4,5,4,4,0,0,0,4,4,4,5,4,4,0,0,0,4,4,4,4,0,4,4,0,0,4,4,0,5,4,0,5,4,0,4,0,4,5,3,0,0,4,0,0,4,0,0,0,4,4,4,4,4,0,0,4,0,4,4,0,4,4,4,0,0,0,0,0,4,0,0,0,5,0,0,4,0,4,4,0,0,4,0,0,0,4,4,0,4,0,4,1
Ppc Limited,South Africa,Multinational,Construction and Materials,Industrials,2017,2010,1892,27000,18035000,8385000,0,4,0,4,0,0,4,5,5,4,0,0,0,4,4,5,4,5,4,5,0,0,5,5,5,4,0,4,4,0,0,5,5,0,5,5,0,4,5,5,4,0,4,4,4,0,0,4,4,0,0,0,0,0,0,4,4,4,4,0,4,4,5,4,5,0,4,4,4,0,0,0,4,0,5,5,0,0,5,4,0,4,0,4,4,0,4,0,0,0,0,0,4,0,0,0,4,0
Ppc Limited,South Africa,Multinational,Construction and Materials,Industrials,2018,2010,1892,37000,16206000,7888000,0,5,0,4,4,0,4,4,4,4,4,0,0,0,4,4,5,5,0,4,0,0,4,4,4,4,0,4,4,4,0,4,4,0,4,4,0,5,4,0,4,0,4,4,4,0,5,4,0,0,0,4,0,0,0,5,5,4,5,0,0,4,5,0,4,0,4,4,5,0,0,0,5,0,4,4,4,0,4,0,0,0,0,0,4,0,0,0,0,0,0,4,4,0,4,0,4,1
Psv Holdings Limited,South Africa,Local,Industrial Engineering,Industrials,2014,2006,1988,-4837075000,154231280,142217831,0,0,0,3,0,0,3,4,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,4,0,0,0,0,0,0,4,4,0,0,4,0,0,4,0,0,0,4,4,0,0,0,3,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1
Psv Holdings Limited,South Africa,Local,Industrial Engineering,Industrials,2015,2006,1988,-17609403000,114192386,12399509000,0,4,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,4,0,0,0,4,4,0,0,4,0,0,4,0,0,0,4,4,0,0,0,4,4,0,0,0,0,0,0,0,4,4,4,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1
Psv Holdings Limited,South Africa,Local,Industrial Engineering,Industrials,2016,2006,1988,-93376331000,105955813,30380040000,0,4,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,4,0,0,0,4,4,0,0,4,0,0,4,0,0,0,4,4,0,0,0,4,4,0,0,0,0,0,0,0,4,4,4,0,0,0,0,0,0,0,4,4,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1
Psv Holdings Limited,South Africa,Local,Industrial Engineering,Industrials,2017,2006,1988,-1161310000,55327841000,53855341000,0,4,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,4,0,0,0,0,0,4,4,4,0,4,0,0,0,4,4,0,4,4,0,0,4,0,0,0,4,4,0,0,0,4,4,0,0,0,0,0,0,0,4,4,4,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1
Psv Holdings Limited,South Africa,Local,Industrial Engineering,Industrials,2018,2006,1988,24636610000,123735901,30190096000,0,4,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,4,0,0,0,0,0,4,4,4,0,4,0,0,0,4,4,0,4,4,0,0,0,0,0,0,4,4,0,0,0,4,4,0,0,0,0,0,0,0,4,4,4,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1
Pz Cussons Ghana Ltd,Ghana,Multinational,Personal Goods,Consumer Goods,2014,1991,1958,-1340480,102758689,36712571,50400000,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pz Cussons Ghana Ltd,Ghana,Multinational,Personal Goods,Consumer Goods,2015,1991,1958,-2742748,107529544,33696823,40320000,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
Pz Cussons Ghana Ltd,Ghana,Multinational,Personal Goods,Consumer Goods,2016,1991,1958,1929198,106203380,35899021,43680000,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pz Cussons Ghana Ltd,Ghana,Multinational,Personal Goods,Consumer Goods,2017,1991,1958,-10332314,93844816,15411351,33600000,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pz Cussons Ghana Ltd,Ghana,Multinational,Personal Goods,Consumer Goods,2018,1991,1958,6480638,27766000000,21891989,73920000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Randgold & Exploration Company Ltd,South Africa,Local,Mining,Basic Materials,2014,1992,1992,136447000,181871000,162397,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,4,0,0,0,0,4,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Randgold & Exploration Company Ltd,South Africa,Local,Mining,Basic Materials,2015,1992,1992,4952000,176866000,167047000,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,4,0,0,0,0,4,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,1
Randgold & Exploration Company Ltd,South Africa,Local,Mining,Basic Materials,2016,1992,1992,8674000,166678000,159060000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,4,0,0,0,0,4,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Randgold & Exploration Company Ltd,South Africa,Local,Mining,Basic Materials,2017,1992,1992,-7017000,166678000,152001000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,4,0,0,4,0,0,0,0,4,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Randgold & Exploration Company Ltd,South Africa,Local,Mining,Basic Materials,2018,1992,1992,3453000,169296000,155820000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,4,0,0,4,0,0,0,0,4,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Raubex Group Limited,South Africa,Multinational,Construction and Materials,Industrials,2014,2007,1974,379676000,5353962000,3241037000,0,4,0,4,0,0,4,0,4,4,4,0,0,0,4,0,4,4,0,0,0,0,4,4,4,4,0,4,4,0,0,4,4,0,0,4,0,4,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Raubex Group Limited,South Africa,Multinational,Construction and Materials,Industrials,2015,2007,1974,428074000,6726629000,3533417000,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,4,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Raubex Group Limited,South Africa,Multinational,Construction and Materials,Industrials,2016,2007,1974,469403000,6993782000,3832842000,0,4,0,4,0,0,4,4,4,4,4,0,0,0,4,0,4,4,0,0,0,0,4,4,4,4,0,4,4,0,0,4,4,0,0,4,0,4,4,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,4,0,0,0,4,0,0,0,0,0,4,0,0,4,4,0,0,0,0,4,0,4,4,0,4,0,0,0,0,0,0,0,0,0,0,1
Raubex Group Limited,South Africa,Multinational,Construction and Materials,Industrials,2017,2007,1974,409854000,6993782000,3949725000,0,4,0,4,0,0,4,4,4,4,4,0,0,0,4,0,4,4,0,0,0,0,4,4,4,4,0,4,4,0,4,4,4,0,0,4,0,0,0,0,0,0,4,4,0,0,0,0,0,0,4,0,0,0,4,0,0,4,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,4,4,0,4,0,0,4,0,4,0,0,0,0,0,0,0,4,0,0,4,0,0,1
Raubex Group Limited,South Africa,Multinational,Construction and Materials,Industrials,2018,2007,1974,452684000,7139671000,4197968000,0,4,0,4,0,0,4,4,4,3,4,0,0,0,4,0,4,4,0,0,0,0,4,4,4,4,0,4,4,0,4,4,4,0,4,4,0,0,4,4,0,0,4,4,0,0,0,4,0,0,0,0,0,0,4,0,4,4,4,0,0,0,4,4,4,0,4,4,4,0,0,0,4,0,4,4,0,0,4,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,1
Rcl Foods Limited,South Africa,Multinational,Food Producers,Consumer Goods,2014,1989,1891,276982000,359160000,9374589000,0,4,0,4,0,0,0,4,4,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,4,0,4,5,0,0,0,0,0,0,0,4,4,0,0,0,4,0,0,0,0,0,0,0,4,0,4,0,0,4,4,0,4,0,4,0,4,0,0,0,0,0,4,0,0,0,4,0,0,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1
Rcl Foods Limited,South Africa,Multinational,Food Producers,Consumer Goods,2015,1989,1891,861957000,82986000,10113499000,0,0,0,0,0,0,0,4,4,0,0,0,0,4,4,0,0,4,0,0,0,0,4,4,0,0,0,0,4,0,0,4,4,0,0,4,0,4,0,0,0,0,0,5,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Rcl Foods Limited,South Africa,Multinational,Food Producers,Consumer Goods,2016,1989,1891,226595000,601859000,10090210000,0,0,0,0,0,0,0,4,4,0,0,0,0,0,4,4,0,4,0,0,0,0,4,0,0,0,0,0,4,0,0,4,4,0,4,3,0,4,0,0,0,0,4,5,4,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,5,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Rcl Foods Limited,South Africa,Multinational,Food Producers,Consumer Goods,2017,1989,1891,476307000,19508314000,10386753000,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,4,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,4,4,0,4,4,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1
Rcl Foods Limited,South Africa,Multinational,Food Producers,Consumer Goods,2018,1989,1891,878377000,20991297000,11179703000,0,4,0,0,0,0,5,4,5,4,0,0,0,0,5,4,0,5,0,0,0,0,5,5,4,0,0,0,4,0,0,5,5,0,0,5,0,4,0,0,0,0,0,5,4,0,0,0,4,0,0,0,0,0,5,0,5,0,5,0,0,4,5,0,5,0,0,5,5,0,0,0,0,0,4,5,5,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,1
Red Star Express Plc,Nigeria,Multinational,Industrial Transportation,Industrials,2014,2007,1992,331770000,2649642000,1524620000,2322617234.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Red Star Express Plc,Nigeria,Multinational,Industrial Transportation,Industrials,2015,2007,1992,300878000,3014892000,1602627000,2505361230,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,4,0
Red Star Express Plc,Nigeria,Multinational,Industrial Transportation,Industrials,2016,2007,1992,263780000,2949222000,1683113000,2593785744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0
Red Star Express Plc,Nigeria,Multinational,Industrial Transportation,Industrials,2017,2007,1992,314677000,3394317000,1791039000,3018223411.2,4,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,4,4,4,0,0,4,0,4,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,4,0
Red Star Express Plc,Nigeria,Multinational,Industrial Transportation,Industrials,2018,2007,1992,334772000,3867126000,1872790000,2475886392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
